,Brand,Model,Processor,Ram,OS,Storage,OrginalPrice,Discount,Price,Rating
89,['ASUS'],ASUS Vivobook Gaming Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDI...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹97,990",23% off,"₹74,990",3
90,['HP'],HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 14-dv1000TU Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹74,839",15% off,"₹62,990",4
91,['MSI'],MSI Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Modern 14 B10MW-658IN Thin and Light Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹53,900",21% off,"₹42,190",4.5
92,['HP'],HP Pavilion Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) 14-dv0058TU Thin and Light Laptop,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹92,109",7% off,"₹84,990",4.5
93,['DELL'],DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹76,143",17% off,"₹62,990",5
94,['DELL'],DELL Inspiron Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Light Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹60,046",24% off,"₹45,490",4.5
95,['DELL'],DELL Vostro Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹43,312",3% off,"₹41,990",4.3
96,['Lenovo'],Lenovo IdeaPad 5 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹97,890",34% off,"₹63,990",4.3
97,['DELL'],DELL Vostro Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) Vostro 3401 Thin and Light Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹43,312",3% off,"₹41,990",4.3
98,['MSI'],MSI GF63 Thin Core i7 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForc...,['Intel Core i7 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹83,990",21% off,"₹65,990",4.4
99,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
100,['ASUS'],ASUS VivoBook K15 OLED (2021) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L5...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹85,990",20% off,"₹68,690",4.3
101,['Lenovo'],Lenovo Ideapad Slim 5i Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 15 ITL 05 T...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,04,890",37% off,"₹65,990",4.1
102,['APPLE'],APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MK183HN/A,['Apple M1 Pro Processor'],['16 GB Unified Memory RAM'],,['512 GB SSD'],"₹2,39,900",,"₹2,39,890",4.8
103,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
104,['APPLE'],APPLE 2020 Macbook Pro M1 - (8 GB/256 GB SSD/Mac OS Big Sur) MYD82HN/A,['Apple M1 Processor'],['8 GB DDR4 RAM'],,['256 GB SSD'],"₹1,22,900",8% off,"₹1,12,990",4.7
105,['Lenovo'],Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹93,690",29% off,"₹65,990",4
106,['Lenovo'],Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) V14 ITL G2 Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹66,470",17% off,"₹54,990",4.3
107,['MSI'],MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 306...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,39,990",14% off,"₹1,19,990",4.6
108,['Lenovo'],Lenovo Thinkbook Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) TB15 ITL G2 Thin and Light Lapto...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,15,167",47% off,"₹59,990",4.5
109,['DELL'],DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Inspiron 3511 Thin and Lig...,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],"['1 TB HDD', '256 GB SSD']","₹60,122",24% off,"₹45,590",3
110,['MSI'],MSI GF63 Thin Hexa Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,['Intel Hexa Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹72,990",20% off,"₹57,990",4.4
111,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
112,['MSI'],MSI GF63 Thin Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹95,990",16% off,"₹79,990",4.5
113,['HP'],HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10) 42V68PA Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹46,602",9% off,"₹41,990",4.2
114,['acer'],acer NITRO 5 Ryzen 5 Hexa Core 5600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA ...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹94,999",30% off,"₹65,990",4.4
115,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
116,['DELL'],DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) Inspiron 3511 Thin an...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹86,840",24% off,"₹65,899",
117,['acer'],acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) A514-54 Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹56,999",16% off,"₹47,490",3.8
118,['HP'],HP 14s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DQ2535TU Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹63,179",6% off,"₹58,990",4.3
119,['MSI'],MSI Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,17,990",19% off,"₹94,990",4.6
120,['ASUS'],ASUS Core i3 11th Gen - (4 GB/256 GB SSD/Windows 11 Home) X415EA-EK302WS Thin and Light Laptop,['Intel Core i3 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['256 GB SSD'],"₹49,990",26% off,"₹36,890",4.3
121,['DELL'],DELL Inspiron Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) Inspiron 3501 Laptop,['Intel Core i3 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹55,490",28% off,"₹39,690",4.4
122,['ASUS'],ASUS ASUS TUF Gaming Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RT...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,16,990",31% off,"₹79,990",4.5
123,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
124,['APPLE'],APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J001KD,['Apple M1 Processor'],['16 GB DDR4 RAM'],,['256 GB SSD'],"₹1,12,900",5% off,"₹1,06,990",
125,['MSI'],MSI Modern 14 Ryzen 5 Hexa Core 4500U - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B4MW-423IN Noteboo...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹61,990",16% off,"₹51,990",4.6
126,['DELL'],DELL Inspiron Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹56,776",24% off,"₹42,890",4.4
127,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
128,['ASUS'],ASUS Core i7 10th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) F...,['Intel Core i7 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹81,990",9% off,"₹73,990",4.4
129,['APPLE'],APPLE MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP52HN/A,['Intel Core i5 Processor'],['16 GB LPDDR4X RAM'],,['1 TB SSD'],"₹1,94,900",6% off,"₹1,82,890",4.8
130,['APPLE'],APPLE 2021 Macbook Pro M1 Pro - (16 GB/512 GB SSD/Mac OS Monterey) MKGP3HN/A,['Apple M1 Pro Processor'],['16 GB Unified Memory RAM'],,['512 GB SSD'],"₹1,94,900",6% off,"₹1,82,890",4.8
131,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
132,['Lenovo'],Lenovo Ideapad Slim 3i (2021) Core i5 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15ITL6/ 15ITL6 Ub T...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['256 GB SSD'],"₹75,390",28% off,"₹53,990",4.2
133,['HP'],HP Pavilion Aero Ryzen 5 Hexa Core 5600U - (16 GB/512 GB SSD/Windows 10 Home) 13-BE0190AU Thin and Lig...,['AMD Ryzen 5 Hexa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹89,992",20% off,"₹71,190",4.5
134,['ASUS'],ASUS Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515JA-EJ502T Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹55,990",16% off,"₹46,990",4.1
135,['ASUS'],ASUS Vivobook 14 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X415FA-BV311T Laptop,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹46,990",21% off,"₹36,890",
136,['Lenovo'],Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],"['1 TB HDD', '256 GB SSD']","₹86,690",27% off,"₹62,990",4.2
137,['ASUS'],ASUS Vivobook Pro 14 OLED (2021) Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Grap...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,29,990",26% off,"₹94,990",4.7
138,['ASUS'],ASUS Vivobook 14 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X409FA-EK617T Thin and Light Lapto...,['Intel Core i3 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹40,990",14% off,"₹34,990",3.7
139,['Lenovo'],Lenovo ThinkPad E15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) E15 Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹77,487",16% off,"₹64,990",4.5
140,['DELL'],DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹89,849",21% off,"₹70,490",4.3
141,['MSI'],MSI Katana GF66 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,06,990",27% off,"₹77,990",4.3
142,['Lenovo'],Lenovo Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IGL05 Laptop,['Intel Celeron Dual Core Processor'],['4 GB DDR4 RAM'],,['256 GB SSD'],"₹40,490",16% off,"₹33,990",4.2
143,['HP'],HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 15-eh1101AU Thin and Light Lap...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹70,419",17% off,"₹57,999",4.5
144,['Lenovo'],Lenovo Ideapad Slim 5i Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14ITL05U2a Thin and Light ...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹65,999",9% off,"₹59,479",4.2
145,['ASUS'],ASUS ROG Strix SCAR 15 (2021) Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics...,['AMD Ryzen 9 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹2,59,990",23% off,"₹1,99,990",4.6
146,['ASUS'],ASUS ZenBook 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX425EA-BM501TS Thin and Light La...,['Intel Core i5 Processor'],['8 GB LPDDR4X RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹98,990",29% off,"₹69,990",4.5
147,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
148,['APPLE'],APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J002KD,['Apple M1 Processor'],['16 GB DDR4 RAM'],,['512 GB SSD'],"₹1,32,900",4% off,"₹1,26,990",
149,['MSI'],MSI Katana GF66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,,['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,17,990",19% off,"₹94,990",4.6
150,['ASUS'],ASUS Vivobook 15 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X509FA-EJ311TS Laptop,['Intel Core i3 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB HDD'],"₹48,990",28% off,"₹34,990",3.9
151,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
152,['HP'],HP HP Pavilion Ryzen 5 Hexa Core 4600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹76,020",21% off,"₹59,990",4.4
153,['acer'],acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-56-51EV Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹75,999",22% off,"₹58,990",4.2
154,['Lenovo'],Lenovo IdeaPad Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15 ITL 6 Thin and Light Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹79,890",28% off,"₹56,990",4.3
155,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
156,['HP'],HP 250 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10) 250 G7 Business Laptop,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],,['1 TB HDD'],"₹54,786",9% off,"₹49,390",3.7
157,['DELL'],DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Vostro 3400 Thin and Light L...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹87,168",26% off,"₹64,490",4.1
158,['Nokia'],Nokia PureBook X14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510UL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹90,000",40% off,"₹53,990",4.4
159,['MSI'],MSI Alpha 15 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX6600...,['AMD Ryzen 7 Octa Core Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,45,990",23% off,"₹1,10,990",4.7
160,['APPLE'],APPLE 2020 Macbook Air M1 - (8 GB/512 GB SSD/Mac OS Big Sur) MGNA3HN/A,['Apple M1 Processor'],['8 GB DDR4 RAM'],,['512 GB SSD'],"₹1,17,900",6% off,"₹1,09,990",4.7
161,['ASUS'],ASUS TUF Dash F15 (2021) Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeF...,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,04,990",19% off,"₹84,990",4.4
162,['DELL'],DELL Vostro Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Vostro 3405 Thin and Light Lap...,['AMD Ryzen 3 Dual Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹51,105",18% off,"₹41,490",
163,['ASUS'],ASUS ROG Strix G15 (2021) Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,['AMD Ryzen 7 Octa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹90,990",15% off,"₹76,990",4.4
164,['APPLE'],APPLE MacBook Air M1 - (16 GB/256 GB SSD/Mac OS Big Sur) Z124J005KD,['Apple M1 Processor'],['16 GB DDR4 RAM'],,['256 GB SSD'],"₹1,12,900",5% off,"₹1,06,990",
165,['APPLE'],APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J006KD,['Apple M1 Processor'],['16 GB DDR4 RAM'],,['512 GB SSD'],"₹1,32,900",4% off,"₹1,26,990",
166,['APPLE'],APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J003KD,['Apple M1 Processor'],['16 GB DDR4 RAM'],,['512 GB SSD'],"₹1,37,900",4% off,"₹1,31,990",
167,['ASUS'],ASUS Core i3 10th Gen - (4 GB + 32 GB Optane/512 GB SSD/Windows 10 Home) X515JA-EJ372TS Thin and Light...,['Intel Core i3 Processor'],['4 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹49,990",18% off,"₹40,990",4.3
168,['ASUS'],ASUS VivoBook Ultra Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB703TS Thin a...,['AMD Ryzen 7 Octa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹84,990",24% off,"₹63,990",4.4
169,['ASUS'],ASUS Vivobook Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,['Intel Core i7 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹88,990",23% off,"₹67,990",
170,['HP'],HP Pavilion x360 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1013TU 2 in 1 Laptop,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],,,"₹1,00,321",
171,['Nokia'],Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹74,990",32% off,"₹50,990",5
172,['ASUS'],ASUS ROG Strix G15 (2020) Core i5 10th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeFor...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['1 TB SSD'],"₹1,15,990",32% off,"₹77,990",4.5
173,['Lenovo'],Lenovo Ideapad S540 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) S540-13ITL Thin and Light La...,['Intel Core i7 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹1,11,890",32% off,"₹75,990",4.2
174,['ASUS'],ASUS Vivobook 14 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) X415EA-EB342WS Notebook,['Intel Core i3 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['256 GB SSD'],"₹52,990",20% off,"₹41,890",
175,['Nokia'],Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Lap...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹82,990",36% off,"₹52,790",
176,['ASUS'],ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,['Intel Core i5 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹89,990",26% off,"₹65,990",4.4
177,['HP'],HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dv1002TU Thin and Light Laptop,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 11 Operating System'],['512 GB SSD'],"₹79,445",14% off,"₹67,999",4.2
178,['DELL'],DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5518 Thin and Light Laptop,['Intel Core i5 Processor'],['16 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],,,"₹69,736",4.3
179,['MSI'],MSI Bravo Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/AMD Radeon RX5500M/...,['AMD Ryzen 5 Hexa Core Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹83,990",22% off,"₹64,990",4.6
180,['MSI'],MSI Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-659IN Thin and Light Laptop,['Intel Core i7 Processor'],['8 GB DDR4 RAM'],['64 bit Windows 10 Operating System'],['512 GB SSD'],"₹78,990",23% off,"₹60,490",4.2
